,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,crs_arr_time,dup,crs_elapsed_time,flights,distance,arr_delay,season,weekday,month,peak_season,dep_taxi_ind,arr_taxi_ind,carriers_lateness_ind,carrier_enc,airtime_ind,orig_airp_fl_ind,dest_airp_fl_ind,orig_airp_pss_ind,dest_airp_pss_ind,orig_airp_enc,dest_airp_enc
33,2019-01-25,DL,DL,DL,1231,DL,N905DE,1231,10397,ATL,"Atlanta, GA",13303,MIA,"Miami, FL",948,1139,N,111,1,594,17.0,1,4,1,0,0.0623523504240782,0.05816597363888349,-0.01954519343156605,3,0.35026571661163297,0.04904,0.01078,0.035132785053773576,0.02304389377195698,17,195
34,2019-04-28,AA,AA,AA,2344,AA,N893NN,2344,10397,ATL,"Atlanta, GA",13303,MIA,"Miami, FL",725,925,N,120,1,594,0.0,2,6,4,1,0.05530305289552354,0.0623523504240782,-0.001449590526739375,0,0.22531183208783437,0.04904,0.01078,0.035132785053773576,0.02304389377195698,17,195
35,2019-01-27,DL,DL,DL,1231,DL,N993DL,1231,10397,ATL,"Atlanta, GA",13303,MIA,"Miami, FL",948,1139,N,111,1,594,27.0,1,6,1,0,0.0623523504240782,0.05816597363888349,-0.01954519343156605,3,0.35026571661163297,0.04904,0.01078,0.035132785053773576,0.02304389377195698,17,195
36,2019-10-31,AA,AA,AA,1841,AA,N847NN,1841,12266,IAH,"Houston, TX",13303,MIA,"Miami, FL",722,1100,N,158,1,964,0.0,4,3,10,0,0.05530305289552354,0.05816597363888349,-0.001449590526739375,0,0.22531183208783437,0.02232,0.01078,0.024859946428331066,0.02304389377195698,142,195
37,2018-04-24,AA,AA_CODESHARE,AA,4586,YX,N431YX,4586,13198,MCI,"Kansas City, MO",13303,MIA,"Miami, FL",530,941,N,191,1,1251,0.0,2,1,4,1,0.02774663473822249,0.0623523504240782,-0.001449590526739375,0,0.10185498550220896,0.00626,0.01078,0.007236751780113873,0.02304389377195698,185,195
38,2019-06-16,AA,AA,AA,1099,AA,N907NN,1099,10721,BOS,"Boston, MA",13303,MIA,"Miami, FL",1249,1621,N,212,1,1258,0.0,3,6,6,2,0.057866140723193765,0.056478204484436495,-0.001449590526739375,0,0.047492080333921785,0.01854,0.01078,0.014261908928162814,0.02304389377195698,37,195
39,2018-02-06,AA,AA,AA,1172,AA,N981AN,1172,10721,BOS,"Boston, MA",13303,MIA,"Miami, FL",1800,2142,N,222,1,1258,67.0,1,1,2,0,0.05965869019763986,0.04302602340147547,-0.001449590526739375,0,0.047492080333921785,0.01854,0.01078,0.014261908928162814,0.02304389377195698,37,195
40,2018-09-08,AA,AA,AA,1476,AA,N967AN,1476,10721,BOS,"Boston, MA",13303,MIA,"Miami, FL",1810,2149,N,219,1,1258,0.0,4,5,9,0,0.05965869019763986,0.04302602340147547,-0.001449590526739375,0,0.047492080333921785,0.01854,0.01078,0.014261908928162814,0.02304389377195698,37,195
41,2019-07-14,AA,AA,AA,1955,AA,N702UW,1955,13487,MSP,"Minneapolis, MN",13303,MIA,"Miami, FL",1153,1640,N,227,1,1501,0.0,3,6,7,2,0.05816597363888349,0.056478204484436495,-0.001449590526739375,0,0.047492080333921785,0.01992,0.01078,0.023263026126283767,0.02304389377195698,207,195
42,2018-12-16,AA,AA_CODESHARE,AA,4608,YX,N404YX,4608,13487,MSP,"Minneapolis, MN",13303,MIA,"Miami, FL",559,1044,N,225,1,1501,0.0,1,6,12,1,0.02774663473822249,0.05951360975456419,-0.001449590526739375,0,0.047492080333921785,0.01992,0.01078,0.023263026126283767,0.02304389377195698,207,195
43,2018-12-16,AA,AA_CODESHARE,AA,4608,YX,N404YX,4608,13487,MSP,"Minneapolis, MN",13303,MIA,"Miami, FL",559,1044,N,225,1,1501,0.0,1,6,12,1,0.02774663473822249,0.05951360975456419,-0.001449590526739375,0,0.047492080333921785,0.01992,0.01078,0.023263026126283767,0.02304389377195698,207,195
44,2019-07-02,AA,AA,AA,1522,AA,N900UW,1522,12892,LAX,"Los Angeles, CA",13303,MIA,"Miami, FL",811,1640,N,329,1,2342,0.0,3,1,7,2,0.06609300784804596,0.056478204484436495,-0.001449590526739375,0,0.024073040816388756,0.03138,0.01078,0.028127010620112258,0.02304389377195698,165,195
45,2018-07-01,AA,AA,AA,1314,AA,N809NN,1314,12892,LAX,"Los Angeles, CA",13303,MIA,"Miami, FL",2305,718,N,313,1,2342,17.0,3,6,7,2,0.01814795142384365,0.05530305289552354,-0.001449590526739375,0,0.024073040816388756,0.03138,0.01078,0.028127010620112258,0.02304389377195698,165,195
46,2018-04-26,AA,AA,AA,2357,AA,N8030F,2357,12264,IAD,"Washington, DC",13303,MIA,"Miami, FL",1902,2154,N,172,1,921,0.0,2,3,4,1,0.056196103622900465,0.04302602340147547,-0.001449590526739375,0,0.10185498550220896,0.01252,0.01078,0.014227989177984467,0.02304389377195698,140,195
47,2019-12-22,AA,AA,AA,2178,AA,N163AA,2178,11298,DFW,"Dallas/Fort Worth, TX",13303,MIA,"Miami, FL",2040,24,N,164,1,1121,0.0,1,6,12,1,0.0532356565816952,0.008156744910698958,-0.001449590526739375,0,0.10185498550220896,0.03598,0.01078,0.023282947249404384,0.02304389377195698,83,195
48,2018-08-17,AA,AA,AA,1219,AA,N790AN,1219,11298,DFW,"Dallas/Fort Worth, TX",13303,MIA,"Miami, FL",1700,2055,N,175,1,1121,0.0,3,4,8,2,0.06176477462962172,0.0532356565816952,-0.001449590526739375,0,0.10185498550220896,0.03598,0.01078,0.023282947249404384,0.02304389377195698,83,195
49,2019-09-08,AA,AA,AA,1276,AA,N195AN,1276,11298,DFW,"Dallas/Fort Worth, TX",13303,MIA,"Miami, FL",839,1231,N,172,1,1121,0.0,4,6,9,0,0.06609300784804596,0.057866140723193765,-0.001449590526739375,0,0.10185498550220896,0.03598,0.01078,0.023282947249404384,0.02304389377195698,83,195
50,2019-12-22,AA,AA,AA,2178,AA,N163AA,2178,11298,DFW,"Dallas/Fort Worth, TX",13303,MIA,"Miami, FL",2040,24,N,164,1,1121,0.0,1,6,12,1,0.0532356565816952,0.008156744910698958,-0.001449590526739375,0,0.10185498550220896,0.03598,0.01078,0.023282947249404384,0.02304389377195698,83,195
51,2018-03-23,AA,AA,AA,2363,AA,N946AN,2363,11298,DFW,"Dallas/Fort Worth, TX",13303,MIA,"Miami, FL",530,911,N,161,1,1121,0.0,2,4,3,1,0.02774663473822249,0.0623523504240782,-0.001449590526739375,0,0.22531183208783437,0.03598,0.01078,0.023282947249404384,0.02304389377195698,83,195
52,2019-12-21,F9,F9,F9,2951,F9,N329FR,2951,11433,DTW,"Detroit, MI",13303,MIA,"Miami, FL",600,922,N,202,1,1145,0.0,1,5,12,1,0.048601142427888974,0.0623523504240782,0.0013041744428902644,4,0.10185498550220896,0.02234,0.01078,0.023651218822769306,0.02304389377195698,89,195
53,2019-01-18,DL,DL,DL,1884,DL,N336NW,1884,11433,DTW,"Detroit, MI",13303,MIA,"Miami, FL",840,1200,N,200,1,1145,0.0,1,4,1,0,0.06609300784804596,0.057866140723193765,-0.01954519343156605,3,0.10185498550220896,0.02234,0.01078,0.023651218822769306,0.02304389377195698,89,195
54,2019-03-22,AA,AA,AA,1536,AA,N9017P,1536,11433,DTW,"Detroit, MI",13303,MIA,"Miami, FL",1733,2044,N,191,1,1145,0.0,2,4,3,1,0.06176477462962172,0.0532356565816952,-0.001449590526739375,0,0.10185498550220896,0.02234,0.01078,0.023651218822769306,0.02304389377195698,89,195
55,2018-04-19,AA,AA,AA,148,AA,N989AU,148,11057,CLT,"Charlotte, NC",13303,MIA,"Miami, FL",945,1200,N,135,1,650,0.0,2,3,4,1,0.0623523504240782,0.057866140723193765,-0.001449590526739375,0,0.22531183208783437,0.03218,0.01078,0.019152813858640788,0.02304389377195698,64,195
56,2019-01-23,AA,AA,AA,218,AA,N949NN,218,11057,CLT,"Charlotte, NC",13303,MIA,"Miami, FL",1325,1535,N,130,1,650,0.0,1,2,1,0,0.05404407705061131,0.059419307466565,-0.001449590526739375,0,0.22531183208783437,0.03218,0.01078,0.019152813858640788,0.02304389377195698,64,195
57,2018-07-27,AA,AA,AA,1698,AA,N192UW,1698,11057,CLT,"Charlotte, NC",13303,MIA,"Miami, FL",1429,1637,N,128,1,650,29.0,3,4,7,2,0.05552470357244471,0.056478204484436495,-0.001449590526739375,0,0.22531183208783437,0.03218,0.01078,0.019152813858640788,0.02304389377195698,64,195
58,2019-03-20,AA,AA,AA,1165,AA,N877NN,1165,14107,PHX,"Phoenix, AZ",13303,MIA,"Miami, FL",915,1634,N,259,1,1972,0.0,2,2,3,1,0.0623523504240782,0.056478204484436495,-0.001449590526739375,0,0.028251636527725693,0.0222,0.01078,0.01658568101974614,0.02304389377195698,231,195
59,2019-03-22,AA,AA,AA,335,AA,N346AN,335,13930,ORD,"Chicago, IL",13303,MIA,"Miami, FL",1215,1620,N,185,1,1197,0.0,2,4,3,1,0.057866140723193765,0.056478204484436495,-0.001449590526739375,0,0.10185498550220896,0.04976,0.01078,0.04211271586825138,0.02304389377195698,218,195
60,2018-03-16,AA,AA,AA,2487,AA,N950AN,2487,13930,ORD,"Chicago, IL",13303,MIA,"Miami, FL",515,918,N,183,1,1197,0.0,2,4,3,1,0.02774663473822249,0.0623523504240782,-0.001449590526739375,0,0.10185498550220896,0.04976,0.01078,0.04211271586825138,0.02304389377195698,218,195
61,2018-12-24,AA,AA,AA,1277,AA,N389AA,1277,13930,ORD,"Chicago, IL",13303,MIA,"Miami, FL",1830,2236,N,186,1,1197,0.0,1,0,12,1,0.05965869019763986,0.03243353905202827,-0.001449590526739375,0,0.10185498550220896,0.04976,0.01078,0.04211271586825138,0.02304389377195698,218,195
62,2018-03-21,AA,AA,AA,312,AA,N903NN,312,13930,ORD,"Chicago, IL",13303,MIA,"Miami, FL",707,1115,N,188,1,1197,0.0,2,2,3,1,0.05530305289552354,0.05816597363888349,-0.001449590526739375,0,0.10185498550220896,0.04976,0.01078,0.04211271586825138,0.02304389377195698,218,195
63,2019-07-26,UA,UA,UA,212,UA,N69833,212,13930,ORD,"Chicago, IL",13303,MIA,"Miami, FL",745,1148,N,183,1,1197,0.0,3,4,7,2,0.05530305289552354,0.05816597363888349,0.05591569564467608,8,0.10185498550220896,0.04976,0.01078,0.04211271586825138,0.02304389377195698,218,195
64,2019-11-26,F9,F9,F9,1423,F9,N705FR,1423,13930,ORD,"Chicago, IL",13303,MIA,"Miami, FL",1000,1408,N,188,1,1197,0.0,4,1,11,0,0.05951360975456419,0.05552470357244471,0.0013041744428902644,4,0.10185498550220896,0.04976,0.01078,0.04211271586825138,0.02304389377195698,218,195
65,2019-03-09,UA,UA,UA,341,UA,N76517,341,11292,DEN,"Denver, CO",13303,MIA,"Miami, FL",1540,2129,N,229,1,1709,0.0,2,5,3,1,0.059419307466565,0.04302602340147547,0.05591569564467608,8,0.047492080333921785,0.0344,0.01078,0.030771674316557415,0.02304389377195698,82,195
66,2019-03-22,UA,UA,UA,2158,UA,N77295,2158,11292,DEN,"Denver, CO",13303,MIA,"Miami, FL",810,1359,N,229,1,1709,0.0,2,4,3,1,0.06609300784804596,0.05404407705061131,0.05591569564467608,8,0.047492080333921785,0.0344,0.01078,0.030771674316557415,0.02304389377195698,82,195
67,2019-04-19,AA,AA,AA,208,AA,N840NN,208,13204,MCO,"Orlando, FL",13303,MIA,"Miami, FL",1005,1120,N,75,1,192,0.0,2,4,4,1,0.05951360975456419,0.05816597363888349,-0.001449590526739375,0,0.35026571661163297,0.01688,0.01078,0.01624594510922967,0.02304389377195698,186,195
68,2019-07-28,AA,AA,AA,2352,AA,N9015D,2352,13204,MCO,"Orlando, FL",13303,MIA,"Miami, FL",729,839,N,70,1,192,0.0,3,6,7,2,0.05530305289552354,0.06609300784804596,-0.001449590526739375,0,0.21342394833847084,0.01688,0.01078,0.01624594510922967,0.02304389377195698,186,195
69,2018-07-31,AA,AA,AA,2578,AA,N323RM,2578,13204,MCO,"Orlando, FL",13303,MIA,"Miami, FL",630,740,N,70,1,192,0.0,3,1,7,2,0.048601142427888974,0.05530305289552354,-0.001449590526739375,0,0.21342394833847084,0.01688,0.01078,0.01624594510922967,0.02304389377195698,186,195
70,2019-04-19,AA,AA,AA,208,AA,N840NN,208,13204,MCO,"Orlando, FL",13303,MIA,"Miami, FL",1005,1120,N,75,1,192,0.0,2,4,4,1,0.05951360975456419,0.05816597363888349,-0.001449590526739375,0,0.35026571661163297,0.01688,0.01078,0.01624594510922967,0.02304389377195698,186,195
71,2018-05-15,AA,AA,AA,1113,AA,N864NN,1113,15304,TPA,"Tampa, FL",13303,MIA,"Miami, FL",1535,1644,N,69,1,204,39.0,2,1,5,1,0.059419307466565,0.056478204484436495,-0.001449590526739375,0,0.21342394833847084,0.0099,0.01078,0.009368311954019895,0.02304389377195698,297,195
72,2018-03-29,AA,AA,AA,937,AA,N9029F,937,15304,TPA,"Tampa, FL",13303,MIA,"Miami, FL",838,945,N,67,1,204,0.0,2,3,3,1,0.06609300784804596,0.0623523504240782,-0.001449590526739375,0,0.21342394833847084,0.0099,0.01078,0.009368311954019895,0.02304389377195698,297,195
73,2018-03-27,AA,AA,AA,2444,AA,N840NN,2444,15304,TPA,"Tampa, FL",13303,MIA,"Miami, FL",1921,2034,N,73,1,204,0.0,2,1,3,1,0.056196103622900465,0.0532356565816952,-0.001449590526739375,0,0.35026571661163297,0.0099,0.01078,0.009368311954019895,0.02304389377195698,297,195
74,2019-12-29,AA,AA,AA,1506,AA,N917NN,1506,11618,EWR,"Newark, NJ",13303,MIA,"Miami, FL",1735,2050,N,195,1,1085,0.0,1,6,12,1,0.06176477462962172,0.0532356565816952,-0.001449590526739375,0,0.10185498550220896,0.02008,0.01078,0.022154442545058082,0.02304389377195698,101,195
75,2019-01-07,UA,UA,UA,721,UA,N409UA,721,11618,EWR,"Newark, NJ",13303,MIA,"Miami, FL",2125,32,N,187,1,1085,85.0,1,0,1,0,0.04302602340147547,0.008156744910698958,0.05591569564467608,8,0.10185498550220896,0.02008,0.01078,0.022154442545058082,0.02304389377195698,101,195
76,2019-05-19,UA,UA,UA,1415,UA,N37437,1415,11618,EWR,"Newark, NJ",13303,MIA,"Miami, FL",1215,1515,N,180,1,1085,0.0,2,6,5,1,0.057866140723193765,0.059419307466565,0.05591569564467608,8,0.10185498550220896,0.02008,0.01078,0.022154442545058082,0.02304389377195698,101,195
77,2018-09-22,AA,AA,AA,1060,AA,N849NN,1060,11618,EWR,"Newark, NJ",13303,MIA,"Miami, FL",1226,1537,N,191,1,1085,0.0,4,5,9,0,0.057866140723193765,0.059419307466565,-0.001449590526739375,0,0.10185498550220896,0.02008,0.01078,0.022154442545058082,0.02304389377195698,101,195
78,2019-01-15,UA,UA,UA,1923,UA,N77535,1923,11618,EWR,"Newark, NJ",13303,MIA,"Miami, FL",1630,1940,N,190,1,1085,0.0,1,1,1,0,0.056478204484436495,0.056196103622900465,0.05591569564467608,8,0.10185498550220896,0.02008,0.01078,0.022154442545058082,0.02304389377195698,101,195
79,2018-04-28,AA,AA,AA,1367,AA,N134AN,1367,12953,LGA,"New York, NY",13303,MIA,"Miami, FL",1510,1839,N,209,1,1096,0.0,2,5,4,1,0.059419307466565,0.05965869019763986,-0.001449590526739375,0,0.047492080333921785,0.0205,0.01078,0.011639858398503223,0.02304389377195698,173,195
80,2019-02-17,AA,AA,AA,2669,AA,N323RM,2669,12953,LGA,"New York, NY",13303,MIA,"Miami, FL",1329,1652,N,203,1,1096,0.0,1,6,2,0,0.05404407705061131,0.056478204484436495,-0.001449590526739375,0,0.10185498550220896,0.0205,0.01078,0.011639858398503223,0.02304389377195698,173,195
81,2019-12-23,DL,DL,DL,1591,DL,N328DN,1591,12953,LGA,"New York, NY",13303,MIA,"Miami, FL",915,1228,N,193,1,1096,0.0,1,0,12,1,0.0623523504240782,0.057866140723193765,-0.01954519343156605,3,0.10185498550220896,0.0205,0.01078,0.011639858398503223,0.02304389377195698,173,195
82,2019-09-12,AA,AA,AA,970,AA,N864NN,970,12953,LGA,"New York, NY",13303,MIA,"Miami, FL",829,1140,N,191,1,1096,0.0,4,3,9,0,0.06609300784804596,0.05816597363888349,-0.001449590526739375,0,0.10185498550220896,0.0205,0.01078,0.011639858398503223,0.02304389377195698,173,195
